doi,subjects
10.1109/MCI.2013.2291688,"Theoretical Computer Science, Artificial Intelligence"
10.4018/jbdcn.2013070102,"Computer Networks and Communications, Management Information Systems"
10.1142/S021926591250003X,Computer Networks and Communications
10.1109/MIS.2008.57,"Computer Networks and Communications, Artificial Intelligence"
10.3233/SW-160221,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1109/TKDE.2005.53,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.3233/SW-160240,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1109/MCOM.2014.6710077,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1109/MCI.2013.2291688,"Theoretical Computer Science, Artificial Intelligence"
10.3233/FI-2011-408,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1017/S1471068413000094,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/AIC-160701,Artificial Intelligence
10.1093/logcom/exn042,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.3233/FI-2010-357,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1017/S1471068414000325,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1093/logcom/ext068,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.tcs.2013.08.012,"Theoretical Computer Science, General Computer Science"
10.1016/j.neucom.2014.06.061,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1093/bib/bbt084,"Molecular Biology, Information Systems"
10.1093/bib/bbt088,"Molecular Biology, Information Systems"
10.1093/bioinformatics/btu034,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1017/S1471068402001114,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.peva.2013.11.003,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.ic.2018.04.002,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.scico.2013.11.031,Software
10.1016/j.peva.2017.08.008,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.sysarc.2003.09.005,"Hardware and Architecture, Software"
10.1007/s00607-014-0395-8,"Theoretical Computer Science, Computational Theory and Mathematics, Software, Numerical Analysis, Computational Mathematics, Computer Science Applications"
10.1109/MS.2005.75,Software
10.1016/j.jss.2013.12.037,"Hardware and Architecture, Software, Information Systems"
10.1504/IJSPM.2013.059417,"Modelling and Simulation, Applied Mathematics, Computer Science Applications"
10.1002/cpe.945,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.neucom.2018.05.017,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1002/spe.894,Software
10.1504/IJSPM.2013.059417,"Modelling and Simulation, Applied Mathematics, Computer Science Applications"
10.1002/cpe.945,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.neucom.2018.05.017,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1002/spe.894,Software
10.1504/IJSPM.2013.059417,"Modelling and Simulation, Applied Mathematics, Computer Science Applications"
10.1002/cpe.945,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.neucom.2018.05.017,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1002/spe.894,Software
10.1145/1409220.1409223,Computer Networks and Communications
10.1002/cpe.995,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.ins.2013.05.037,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1145/1394251.1394263,"Hardware and Architecture, Management Information Systems"
10.1016/j.future.2008.07.012,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.jvlc.2003.06.005,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1007/s13740-018-0086-2,"Computer Networks and Communications, Artificial Intelligence, Information Systems"
10.1016/j.jvlc.2013.12.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1142/S0218843097000082,"Information Systems, Computer Science Applications"
10.1007/s007780050035,"Hardware and Architecture, Information Systems"
10.1145/245882.245898,"Software, Information Systems"
10.1016/j.jvlc.2003.06.005,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1007/s13740-018-0086-2,"Computer Networks and Communications, Artificial Intelligence, Information Systems"
10.1016/j.jvlc.2013.12.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1142/S0218843097000082,"Information Systems, Computer Science Applications"
10.1007/s007780050035,"Hardware and Architecture, Information Systems"
10.1145/245882.245898,"Software, Information Systems"
10.1093/bioinformatics/bti634,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1016/j.fss.2008.07.002,"Logic, Artificial Intelligence"
10.1007/s10472-008-9099-0,"Applied Mathematics, Artificial Intelligence"
10.1613/jair.813,Artificial Intelligence
10.1016/j.tcs.2005.04.005,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2015-1259,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.fss.2018.03.011,"Logic, Artificial Intelligence"
10.3233/FI-2013-846,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.ijar.2008.10.003,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.1016/j.asoc.2013.05.008,Software
10.1023/A:1026094327713,"Applied Mathematics, Artificial Intelligence"
10.1093/logcom/exn043,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1007/s10115-004-0185-2,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1016/j.ins.2013.03.016,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1023/A:1025614005307,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1109/TKDE.2008.65,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/MCOM.2017.1601097,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1109/MNET.2013.6678933,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1016/j.comnet.2008.10.006,Computer Networks and Communications
10.1109/LCOMM.2005.1496609,"Modelling and Simulation, Electrical and Electronic Engineering, Computer Science Applications"
10.1109/LCOMM.2018.2797057,"Modelling and Simulation, Electrical and Electronic Engineering, Computer Science Applications"
10.1109/TCCN.2018.2816068,"Computer Networks and Communications, Hardware and Architecture, Artificial Intelligence"
10.1109/MNET.2005.1470680,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1186/s13174-018-0080-9,"Computer Networks and Communications, Computer Science Applications"
10.1016/S1571-0661(05)82605-2,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2016-1440,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2010-361,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1093/logcom/exs067,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.3233/MGS-2010-0147,General Computer Science
10.3233/FI-2017-1583,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/AIC-150690,Artificial Intelligence
10.1016/S0096-0551(01)00020-0,General Computer Science
10.3233/FI-2018-1639,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2010-310,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.eswa.2018.03.057,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1017/S0269888918000267,"Software, Artificial Intelligence"
10.1007/s13278-018-0547-5,"Media Technology, Human-Computer Interaction, Communication, Information Systems, Computer Science Applications"
10.1504/IJWGS.2005.007548,"Computer Networks and Communications, Software"
10.1016/j.bdr.2018.04.004,"Information Systems and Management, Management Information Systems, Information Systems, Computer Science Applications"
10.1177/1063293X13493449,"General Engineering, Modelling and Simulation, Computer Science Applications"
10.1002/cpe.3213,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1007/s10723-004-2809-x,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1142/S0129626405002064,"Theoretical Computer Science, Hardware and Architecture, Software"
10.1007/s10703-013-0202-8,"Theoretical Computer Science, Hardware and Architecture, Software"
10.1016/j.scico.2014.06.003,Software
10.1016/j.ic.2015.06.006,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.scico.2014.06.011,Software
10.1007/s10703-017-0312-9,"Theoretical Computer Science, Hardware and Architecture, Software"
10.1109/TCAD.2008.2003303,"Electrical and Electronic Engineering, Software, Computer Graphics and Computer-Aided Design"
10.1016/j.tcs.2008.08.043,"Theoretical Computer Science, General Computer Science"
10.1007/s10115-013-0632-z,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.3390/s18124175,"Electrical and Electronic Engineering, Analytical Chemistry, Atomic and Molecular Physics, and Optics, Biochemistry"
10.1007/s13721-013-0035-9,Urology
10.1007/s11280-005-1544-y,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1186/1471-2105-15-6,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1007/s13721-013-0035-9,Urology
10.1007/s11280-005-1544-y,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1186/1471-2105-15-6,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
